Factura	Fecha	FechaVencimiento	Cliente	Producto	Cantidad	Moneda	Precio	Total	Almacén	Vendedor	TotalUSD	Impuesto	Tipo de cambio	Ganacia	GananciaUSD
65927	3/7/19	3/8/19	C4396	401	48.00	CRC	2.200.000	10,560.00	1	-1	18.10	0	1.00	2,640.0000	45.200
65927	3/7/19	3/8/19	C4396	406	48.00	CRC	2.198.400	10,552.32	1	-1	18.09	0	1.00	2,635.7500	45.200
71980	30/7/19	30/8/19	C1677	401	12.00	CRC	2.200.000	2,640.00	1	-1	4.60	0	1.00	6.600.000	11.500
71980	30/7/19	30/8/19	C1677	406	12.00	CRC	2.198.400	2,638.08	1	-1	4.60	0	1.00	6.583.000	11.500
73357	6/8/19	6/9/19	C1827	401	48.00	CRC	2.200.000	10,560.00	1	-1	18.42	0	1.00	2,640.0000	46.000
75472	16/8/19	16/10/19	C0566	406	48.00	CRC	2.198.400	10,552.32	1	-1	18.47	0	1.00	2,632.8300	46.100
79737	4/9/19	4/11/19	C0566	401	48.00	CRC	2.200.000	10,560.00	1	-1	18.22	0	1.00	2,640.0000	45.600
79737	4/9/19	4/11/19	C0566	406	48.00	CRC	2.198.400	10,552.32	1	-1	18.21	0	1.00	2,632.6600	45.500
84111	24/9/19	24/10/19	C1696	486	6.00	CRC	1,771.0000	10,626.00	1	-1	18.16	13	1.00	3,375.8500	57.700
85963	2/10/19	2/12/19	C0566	401	48.00	CRC	2.200.000	10,560.00	1	-1	18.11	0	1.00	2,640.0000	45.300
85963	2/10/19	2/12/19	C0566	406	48.00	CRC	2.198.400	10,552.32	1	-1	18.09	0	1.00	2,632.4700	45.100
86104	2/10/19	14/12/19	C0104	406	48.00	CRC	2.198.400	10,552.32	1	-1	18.09	0	1.00	2,632.4600	45.100
86104	2/10/19	14/12/19	C0104	401	89.00	CRC	2.200.000	19,580.00	1	-1	33.57	0	1.00	4,895.0100	83.900
86588	4/10/19	4/10/19	C2270	498	10.00	CRC	1,560.0000	15,600.00	1	-1	26.63	13	1.00	5,614.0700	95.800
90839	22/10/19	22/11/19	C1144	483	1.00	CRC	4.485.000	448.50	1	-1	0.77	13	1.00	1.414.800	0.2500
91265	23/10/19	23/11/19	C1927	475	20.00	CRC	6.500.000	13,000.00	1	-1	22.19	13	1.00	4,737.1200	80.900
91425	24/10/19	24/11/19	C1977	406	144.00	CRC	2.198.400	31,656.96	1	-1	54.02	0	1.00	7,896.9700	134.700
91549	24/10/19	24/11/19	C0133	406	24.00	CRC	2.200.000	5,280.00	1	-1	9.01	0	1.00	1,320.0000	22.500
91575	24/10/19	24/11/19	C0287	406	48.00	CRC	2.200.000	10,560.00	1	-1	18.02	0	1.00	2,640.0000	45.000
91588	24/10/19	24/11/19	C4557	488	1.00	CRC	5.750.000	575.00	1	-1	0.98	13	1.00	2.156.000	0.3700
91655	24/10/19	24/11/19	C4186	406	12.00	CRC	2.200.000	2,640.00	1	-1	4.51	0	1.00	6.600.000	11.300
91756	25/10/19	25/11/19	C0571	406	48.00	CRC	2.200.000	10,560.00	1	-1	18.00	0	1.00	2,640.0000	45.000
91787	26/10/19	26/11/19	C4557	488	1.00	CRC	5.750.000	575.00	1	-1	0.98	13	1.00	2.156.000	0.3700
91882	26/10/19	26/11/19	C3578	416	100.00	CRC	748.000	7,480.00	1	-1	12.77	0	1.00	3,459.0100	59.100
91914	26/10/19	26/11/19	C3157	416	50.00	CRC	748.000	3,740.00	1	-1	6.38	0	1.00	1,729.5000	29.500
91921	26/10/19	26/11/19	C1240	406	12.00	CRC	2.200.000	2,640.00	1	-1	4.51	0	1.00	6.600.000	11.300
91936	26/10/19	26/11/19	C4696	404	168.00	CRC	2.200.000	36,960.00	1	-1	63.08	0	1.00	9,240.0000	157.700
92047	28/10/19	28/11/19	C3126	406	12.00	CRC	2.200.000	2,640.00	1	-1	4.51	0	1.00	6.600.000	11.300
92196	28/10/19	28/11/19	C1026	406	12.00	CRC	2.200.000	2,640.00	1	-1	4.51	0	1.00	6.600.000	11.300
92196	28/10/19	28/11/19	C1026	488	6.00	CRC	5.750.000	3,450.00	1	-1	5.89	13	1.00	1,293.5800	22.100
92196	28/10/19	28/11/19	C1026	493	6.00	CRC	6.150.000	3,690.00	1	-1	6.30	13	1.00	1,527.4600	26.100
92196	28/10/19	28/11/19	C1026	475	20.00	CRC	6.500.000	13,000.00	1	-1	22.19	13	1.00	4,737.1200	80.900
502314	2/12/16	2/12/16	C3530	413	4.00	CRC	10,060.0000	40,240.00	1	7	72.13	13	1.00	-7,927.0600	-142.100
502322	3/12/16	3/1/17	C0958	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
502322	3/12/16	3/1/17	C0958	406	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
502322	3/12/16	3/1/17	C0958	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.700	0.7300
502371	4/12/16	4/1/17	C0694	483	3.00	CRC	3.704.240	1,111.27	1	-1	1.99	13	1.00	2.222.300	0.4000
502371	4/12/16	4/1/17	C0694	484	3.00	CRC	3.704.240	1,111.27	1	-1	1.99	13	1.00	2.340.700	0.4200
502371	4/12/16	4/1/17	C0694	469	6.00	CRC	3.412.115	2,047.27	1	-1	3.67	13	1.00	4.308.700	0.7700
502402	5/12/16	5/1/17	C2097	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
502402	5/12/16	5/1/17	C2097	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.20	0	1.00	3.600.000	0.6500
502443	5/12/16	5/1/17	C1026	496	10.00	CRC	5.130.100	5,130.10	1	-1	9.20	13	1.00	1,279.7000	23.000
502443	5/12/16	5/1/17	C1026	469	12.00	CRC	3.591.700	4,310.04	1	-1	7.73	13	1.00	1,077.2400	19.300
502444	5/12/16	5/1/17	C1911	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
502444	5/12/16	5/1/17	C1911	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
502444	5/12/16	5/1/17	C1911	409	2.00	CRC	3.646.300	729.26	1	-1	1.31	0	1.00	1.239.800	0.2200
502554	5/12/16	5/1/17	C1911	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
502554	5/12/16	5/1/17	C1911	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
502554	5/12/16	5/1/17	C1911	409	6.00	CRC	3.646.300	2,187.78	1	-1	3.92	0	1.00	3.719.400	0.6600
502556	5/12/16	5/1/17	C1854	401	96.00	CRC	1.989.800	19,102.08	1	-1	34.25	0	1.00	3,262.0800	58.500
502556	5/12/16	5/1/17	C1854	406	48.00	CRC	1.989.800	9,551.04	1	-1	17.12	0	1.00	1,631.0400	29.200
502559	5/12/16	5/1/17	C1351	404	48.00	CRC	1.950.000	9,360.00	1	-1	16.78	0	1.00	1,440.0000	25.800
502568	5/12/16	5/1/17	C2138	405	12.00	CRC	1.950.000	2,340.00	1	-1	4.20	0	1.00	3.600.100	0.6500
502568	5/12/16	5/1/17	C2138	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.39	0	1.00	7.200.000	12.900
502568	5/12/16	5/1/17	C2138	403	12.00	CRC	1.950.000	2,340.00	1	-1	4.20	0	1.00	3.599.700	0.6500
502630	5/12/16	5/1/17	C0344	401	24.00	CRC	1.950.000	4,680.00	1	-1	8.39	0	1.00	7.200.000	12.900
502630	5/12/16	5/1/17	C0344	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.39	0	1.00	7.200.000	12.900
502631	5/12/16	5/1/17	C0958	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
502631	5/12/16	5/1/17	C0958	406	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
502631	5/12/16	5/1/17	C0958	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.700	0.7300
502683	6/12/16	6/1/17	C2097	421	1.00	CRC	4,000.0000	4,000.00	1	-1	7.17	13	1.00	4.247.600	0.7600
502683	6/12/16	6/1/17	C2097	423	1.00	CRC	4,000.0000	4,000.00	1	-1	7.17	13	1.00	4.412.200	0.7900
502699	6/12/16	6/12/16	C3212	401	12.00	CRC	1.950.000	2,340.00	1	-1	4.20	0	1.00	2.430.000	0.4400
502727	6/12/16	6/1/17	C2097	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.20	0	1.00	3.600.000	0.6500
502727	6/12/16	6/1/17	C2097	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
502738	6/12/16	6/1/17	C1351	404	48.00	CRC	1.950.000	9,360.00	1	-1	16.78	0	1.00	1,440.0000	25.800
502927	6/12/16	6/1/17	C0547	404	12.00	CRC	1.950.000	2,340.00	1	-1	4.19	0	1.00	3.600.000	0.6400
502928	6/12/16	6/1/17	C1854	406	48.00	CRC	1.989.800	9,551.04	1	-1	17.10	0	1.00	1,631.0400	29.200
502928	6/12/16	6/1/17	C1854	401	96.00	CRC	1.989.800	19,102.08	1	-1	34.21	0	1.00	3,262.0800	58.400
502946	6/12/16	6/1/17	C0080	416	50.00	CRC	680.000	3,400.00	1	-1	6.09	13	1.00	1,713.2500	30.700
502948	6/12/16	6/1/17	C1074	416	50.00	CRC	680.000	3,400.00	1	-1	6.09	13	1.00	1,713.2400	30.700
502979	6/12/16	6/1/17	C0876	419	5.00	CRC	4.900.000	2,450.00	1	-1	4.39	13	1.00	8.611.600	15.400
503031	6/12/16	6/1/17	C0551	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.38	0	1.00	7.200.000	12.900
503049	6/12/16	6/2/17	C1887	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.700	0.7300
503060	6/12/16	6/2/17	C0571	401	48.00	CRC	1.989.800	9,551.04	1	-1	17.10	0	1.00	1,631.0400	29.200
503060	6/12/16	6/2/17	C0571	406	48.00	CRC	1.989.800	9,551.04	1	-1	17.10	0	1.00	1,631.0400	29.200
503060	6/12/16	6/2/17	C0571	405	48.00	CRC	1.989.800	9,551.04	1	-1	17.10	0	1.00	1,631.0700	29.200
503107	7/12/16	23/12/16	C2174	401	48.00	CRC	1.989.800	9,551.04	1	-1	17.13	0	1.00	1,631.0400	29.300
503107	7/12/16	23/12/16	C2174	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.78	0	1.00	1,440.0000	25.800
503107	7/12/16	23/12/16	C2174	405	48.00	CRC	1.989.800	9,551.04	1	-1	17.13	0	1.00	1,631.0700	29.300
503109	7/12/16	7/1/17	C0527	488	10.00	CRC	5.130.100	5,130.10	1	-1	9.20	13	1.00	1,282.1000	23.000
503139	7/12/16	7/1/17	C1782	479	2.00	CRC	9,595.0000	19,190.00	1	-1	34.37	13	1.00	4,760.7300	85.300
503185	7/12/16	8/12/16	C0792	401	48.00	CRC	1.989.800	9,551.04	1	34	17.10	0	1.00	1,631.0400	29.200
503277	7/12/16	7/1/17	C0413	469	6.00	CRC	3.591.700	2,155.02	1	-1	3.86	13	1.00	5.386.200	0.9700
503285	7/12/16	7/1/17	C1026	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
503389	7/12/16	23/12/16	C2007	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.19	0	1.00	3.600.000	0.6400
503447	7/12/16	7/1/17	C0644	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
503454	7/12/16	23/12/16	C2045	491	6.00	CRC	4.308.400	2,585.04	1	-1	4.63	13	1.00	6.464.400	11.600
503454	7/12/16	23/12/16	C2045	487	6.00	CRC	1,077.2700	6,463.62	1	-1	11.58	13	1.00	1,610.4100	28.900
503454	7/12/16	23/12/16	C2045	488	6.00	CRC	5.130.100	3,078.06	1	-1	5.51	13	1.00	7.692.600	13.800
503454	7/12/16	23/12/16	C2045	493	1.00	CRC	5.130.100	513.01	1	-1	0.92	13	1.00	1.282.100	0.2300
503468	8/12/16	8/12/16	C3369	423	12.00	CRC	4,000.0000	48,000.00	1	-1	86.08	13	1.00	5,294.6400	95.000
503468	8/12/16	8/12/16	C3369	422	6.00	CRC	4,000.0000	24,000.00	1	-1	43.04	13	1.00	2,531.4100	45.400
503468	8/12/16	8/12/16	C3369	421	4.00	CRC	4,000.0000	16,000.00	1	-1	28.69	13	1.00	1,699.0400	30.400
503468	8/12/16	8/12/16	C3369	404	48.00	CRC	1.989.800	9,551.04	1	-1	17.13	0	1.00	1,631.0400	29.300
503515	8/12/16	8/1/17	C1353	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.79	0	1.00	1,440.0000	25.900
503606	8/12/16	8/1/17	C1907	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.56	0	1.00	8.155.200	14.600
503677	9/12/16	9/1/17	C1577	401	48.00	CRC	1.989.800	9,551.04	1	-1	17.13	0	1.00	1,631.0400	29.300
503677	9/12/16	9/1/17	C1577	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.79	0	1.00	1,440.0000	25.900
503741	9/12/16	9/1/17	C3357	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.20	0	1.00	3.600.000	0.6500
503745	9/12/16	9/1/17	C1193	401	48.00	CRC	1.989.800	9,551.04	1	-1	17.13	0	1.00	1,631.0400	29.300
503750	9/12/16	9/1/17	C0539	406	48.00	CRC	1.989.800	9,551.04	1	-1	17.13	0	1.00	1,631.0400	29.300
503750	9/12/16	9/1/17	C0539	403	48.00	CRC	1.989.800	9,551.04	1	-1	17.13	0	1.00	1,630.9200	29.300
503752	9/12/16	9/1/17	C0031	404	48.00	CRC	1.989.800	9,551.04	1	-1	17.13	0	1.00	1,631.0400	29.300
503768	9/12/16	9/1/17	C1827	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.20	0	1.00	3.600.000	0.6500
503768	9/12/16	9/1/17	C1827	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.20	0	1.00	3.600.000	0.6500
503768	9/12/16	9/1/17	C1827	403	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.300	0.7300
503890	9/12/16	9/1/17	C0447	401	96.00	CRC	1.989.800	19,102.08	1	-1	34.26	0	1.00	3,262.0800	58.500
503890	9/12/16	9/1/17	C0447	404	48.00	CRC	1.989.800	9,551.04	1	-1	17.13	0	1.00	1,631.0400	29.300
503928	9/12/16	9/1/17	C2097	422	1.00	CRC	4,000.0000	4,000.00	1	-1	7.17	13	1.00	4.219.000	0.7500
503928	9/12/16	9/1/17	C2097	423	1.00	CRC	4,000.0000	4,000.00	1	-1	7.17	13	1.00	4.412.200	0.7900
503928	9/12/16	9/1/17	C2097	421	1.00	CRC	4,000.0000	4,000.00	1	-1	7.17	13	1.00	4.247.600	0.7600
503943	9/12/16	9/1/17	C2231	401	48.00	CRC	1.950.000	9,360.00	1	-1	16.79	0	1.00	1,440.0000	25.900
503963	9/12/16	9/12/16	C3530	413	2.00	CRC	10,060.0000	20,120.00	1	-1	36.08	13	1.00	-3,963.5300	-71.100
504004	10/12/16	26/12/16	C2174	475	12.00	CRC	5.026.800	6,032.16	1	-1	10.82	13	1.00	1,508.1600	27.100
504011	10/12/16	10/1/17	C3182	489	6.00	CRC	4.616.800	2,770.08	1	-1	4.97	13	1.00	6.921.900	12.400
504011	10/12/16	10/1/17	C3182	484	12.00	CRC	3.899.200	4,679.04	1	-1	8.39	13	1.00	1,170.2400	21.000
504028	12/12/16	12/1/17	C2263	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.700	0.7300
504045	12/12/16	12/1/17	C1998	404	24.00	CRC	1.989.800	4,775.52	1	-1	8.56	0	1.00	8.155.200	14.600
504045	12/12/16	12/1/17	C1998	405	24.00	CRC	1.989.800	4,775.52	1	-1	8.56	0	1.00	8.155.300	14.600
504045	12/12/16	12/1/17	C1998	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.39	0	1.00	7.200.000	12.900
504058	12/12/16	12/1/17	C0058	406	1.00	CRC	1.950.000	195.00	1	-1	0.35	0	1.00	300.000	0.0500
504058	12/12/16	12/1/17	C0058	401	3.00	CRC	1.989.800	596.94	1	-1	1.07	0	1.00	1.019.400	0.1800
504058	12/12/16	12/1/17	C0058	405	4.00	CRC	1.989.800	795.92	1	-1	1.43	0	1.00	1.359.200	0.2500
504058	12/12/16	12/1/17	C0058	404	4.00	CRC	1.989.800	795.92	1	-1	1.43	0	1.00	1.359.200	0.2500
504078	12/12/16	12/1/17	C1398	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.39	0	1.00	7.200.000	12.900
504078	12/12/16	12/1/17	C1398	401	24.00	CRC	1.950.000	4,680.00	1	-1	8.39	0	1.00	7.200.000	12.900
504130	12/12/16	12/1/17	C0419	401	12.00	CRC	1.985.500	2,382.60	1	-1	4.27	0	1.00	4.026.000	0.7200
504130	12/12/16	12/1/17	C0419	406	12.00	CRC	1.985.500	2,382.60	1	-1	4.27	0	1.00	4.026.000	0.7200
504130	12/12/16	12/1/17	C0419	404	12.00	CRC	1.985.500	2,382.60	1	-1	4.27	0	1.00	4.026.000	0.7200
504190	12/12/16	28/12/16	C2045	487	2.00	CRC	1,077.2700	2,154.54	1	-1	3.86	13	1.00	5.368.000	0.9600
504190	12/12/16	28/12/16	C2045	494	10.00	CRC	5.130.100	5,130.10	1	-1	9.20	13	1.00	1,282.0200	23.000
504190	12/12/16	28/12/16	C2045	491	2.00	CRC	4.308.400	861.68	1	-1	1.55	13	1.00	2.154.800	0.3900
504190	12/12/16	28/12/16	C2045	488	2.00	CRC	5.130.100	1,026.02	1	-1	1.84	13	1.00	2.564.200	0.4600
504190	12/12/16	28/12/16	C2045	493	8.00	CRC	5.130.100	4,104.08	1	-1	7.36	13	1.00	1,025.6800	18.400
504311	12/12/16	12/1/17	C0994	401	48.00	CRC	1.989.800	9,551.04	1	-1	17.13	0	1.00	1,631.0400	29.300
504313	12/12/16	12/2/17	C0345	415	12.00	CRC	2,765.0000	33,180.00	1	-1	59.51	13	1.00	4,325.5000	77.600
504314	12/12/16	12/1/17	C0278	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.79	0	1.00	1,440.0000	25.900
504327	12/12/16	12/12/16	C3415	408	3.00	CRC	2,046.8300	6,140.49	1	-1	11.01	0	1.00	1,043.8700	18.700
504336	12/12/16	12/1/17	C1892	405	144.00	CRC	1.989.800	28,653.12	1	-1	51.39	0	1.00	4,893.2100	87.800
504336	12/12/16	12/1/17	C1892	401	480.00	CRC	1.989.800	95,510.40	1	-1	171.29	0	1.00	16,310.4000	292.500
504336	12/12/16	12/1/17	C1892	406	480.00	CRC	1.989.800	95,510.40	1	-1	171.29	0	1.00	16,310.4000	292.500
504363	12/12/16	12/1/17	C0133	401	48.00	CRC	1.989.800	9,551.04	1	-1	17.13	0	1.00	1,631.0400	29.300
504373	12/12/16	12/12/16	C1208	416	50.00	CRC	680.000	3,400.00	1	-1	6.10	13	1.00	1,713.2500	30.700
504405	12/12/16	12/1/17	C2341	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.700	0.7300
504413	12/12/16	12/1/17	C0413	405	24.00	CRC	1.989.800	4,775.52	1	-1	8.56	0	1.00	8.155.300	14.600
504413	12/12/16	12/1/17	C0413	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.39	0	1.00	7.200.000	12.900
504470	13/12/16	13/1/17	C0322	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
504470	13/12/16	13/1/17	C0322	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.56	0	1.00	8.155.200	14.600
504471	13/12/16	13/1/17	C0320	405	12.00	CRC	1.985.500	2,382.60	1	-1	4.27	0	1.00	4.026.100	0.7200
504471	13/12/16	13/1/17	C0320	403	12.00	CRC	1.985.500	2,382.60	1	-1	4.27	0	1.00	4.025.700	0.7200
504522	13/12/16	13/1/17	C1921	461	5.00	CRC	1.410.000	705.00	1	-1	1.26	13	1.00	2.476.900	0.4400
504530	13/12/16	13/1/17	C1132	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.20	0	1.00	3.600.000	0.6500
504530	13/12/16	13/1/17	C1132	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
504530	13/12/16	13/1/17	C1132	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
504530	13/12/16	13/1/17	C1132	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.700	0.7300
504549	13/12/16	13/2/17	C2354	405	144.00	CRC	1.950.000	28,080.00	1	-1	50.36	0	1.00	4,320.0900	77.500
504549	13/12/16	13/2/17	C2354	406	144.00	CRC	1.950.000	28,080.00	1	-1	50.36	0	1.00	4,320.0000	77.500
504580	13/12/16	13/1/17	C1964	401	48.00	CRC	1.989.800	9,551.04	1	-1	17.13	0	1.00	1,631.0400	29.300
504616	13/12/16	13/12/16	C2270	491	4.00	CRC	4.308.400	1,723.36	1	-1	3.09	13	1.00	4.309.600	0.7700
504616	13/12/16	13/12/16	C2270	490	30.00	CRC	4.616.800	13,850.40	1	-1	24.84	13	1.00	3,461.4000	62.100
504673	13/12/16	13/1/17	C0643	476	6.00	CRC	3.591.700	2,155.02	1	-1	3.86	13	1.00	5.386.200	0.9600
504673	13/12/16	13/1/17	C0643	469	6.00	CRC	3.591.700	2,155.02	1	-1	3.86	13	1.00	5.386.200	0.9600
504673	13/12/16	13/1/17	C0643	494	12.00	CRC	5.130.100	6,156.12	1	-1	11.04	13	1.00	1,538.4200	27.600
504673	13/12/16	13/1/17	C0643	470	12.00	CRC	3.899.200	4,679.04	1	-1	8.39	13	1.00	1,170.2400	21.000
504677	13/12/16	13/1/17	C1921	493	20.00	CRC	5.130.100	10,260.20	1	-1	18.40	13	1.00	2,564.2000	46.000
504677	13/12/16	13/1/17	C1921	477	10.00	CRC	8.412.700	8,412.70	1	-1	15.09	13	1.00	2,103.7000	37.800
504677	13/12/16	13/1/17	C1921	475	10.00	CRC	5.026.800	5,026.80	1	-1	9.01	13	1.00	1,256.8000	22.500
504677	13/12/16	13/1/17	C1921	484	20.00	CRC	3.899.200	7,798.40	1	-1	13.99	13	1.00	1,950.4000	35.000
504677	13/12/16	13/1/17	C1921	483	20.00	CRC	3.899.200	7,798.40	1	-1	13.99	13	1.00	1,871.4700	33.600
504696	14/12/16	14/12/16	C1242	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
504696	14/12/16	14/12/16	C1242	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.20	0	1.00	3.600.000	0.6500
504832	14/12/16	14/1/17	C2258	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
504839	14/12/16	14/1/17	C1054	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.56	0	1.00	8.155.200	14.600
504920	14/12/16	14/1/17	C0964	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.39	0	1.00	7.200.000	12.900
504920	14/12/16	14/1/17	C0964	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.56	0	1.00	8.155.200	14.600
504920	14/12/16	14/1/17	C0964	404	24.00	CRC	1.989.800	4,775.52	1	-1	8.56	0	1.00	8.155.200	14.600
504960	14/12/16	14/1/17	C0558	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.20	0	1.00	3.600.000	0.6500
504960	14/12/16	14/1/17	C0558	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.700	0.7300
504960	14/12/16	14/1/17	C0558	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.28	0	1.00	4.077.600	0.7300
505021	15/12/16	15/1/17	C3405	491	7.00	CRC	4.350.000	3,045.00	1	-1	5.46	13	1.00	7.833.000	14.000
505080	15/12/16	15/2/17	C1775	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.56	0	1.00	8.155.200	14.600
505081	15/12/16	15/1/17	C0510	416	44.00	CRC	646.000	2,842.40	1	-1	5.10	13	1.00	1,358.0600	24.400
505114	15/12/16	15/1/17	C1074	409	10.00	CRC	3.646.300	3,646.30	1	-1	6.54	0	1.00	5.753.300	10.300
505162	15/12/16	15/12/16	C3600	404	10.00	CRC	1.989.800	1,989.80	1	-1	3.57	0	1.00	3.398.000	0.6100
505162	15/12/16	15/12/16	C3600	401	10.00	CRC	1.989.800	1,989.80	1	-1	3.57	0	1.00	3.398.000	0.6100
505162	15/12/16	15/12/16	C3600	406	10.00	CRC	1.950.000	1,950.00	1	-1	3.50	0	1.00	3.000.000	0.5400
505225	15/12/16	15/12/16	C3212	404	12.00	CRC	1.890.310	2,268.37	1	-1	4.07	0	1.00	2.883.700	0.5200
505278	15/12/16	15/1/17	C2331	467	2.00	CRC	3,220.4800	6,440.96	1	-1	11.55	13	1.00	1,610.3600	28.900
505299	16/12/16	16/1/17	C1722	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.79	0	1.00	1,440.0000	25.900
505299	16/12/16	16/1/17	C1722	401	48.00	CRC	1.989.800	9,551.04	1	-1	17.13	0	1.00	1,631.0400	29.300
505310	16/12/16	16/12/16	C3325	488	10.00	CRC	5.130.100	5,130.10	1	-1	9.20	13	1.00	1,282.1000	23.000
505329	16/12/16	16/1/17	C2979	487	3.00	CRC	1,077.2700	3,231.81	1	-1	5.80	13	1.00	8.052.100	14.500
505329	16/12/16	16/1/17	C2979	491	3.00	CRC	4.308.400	1,292.52	1	-1	2.32	13	1.00	3.232.200	0.5800
505329	16/12/16	16/1/17	C2979	493	3.00	CRC	5.130.100	1,539.03	1	-1	2.76	13	1.00	3.846.300	0.6900
505329	16/12/16	16/1/17	C2979	494	3.00	CRC	5.130.100	1,539.03	1	-1	2.76	13	1.00	3.846.000	0.6900
505329	16/12/16	16/1/17	C2979	495	3.00	CRC	5.130.100	1,539.03	1	-1	2.76	13	1.00	3.846.300	0.6900
505329	16/12/16	16/1/17	C2979	488	3.00	CRC	5.130.100	1,539.03	1	-1	2.76	13	1.00	3.846.300	0.6900
505353	16/12/16	16/2/17	C0479	416	50.00	CRC	680.000	3,400.00	1	-1	6.10	13	1.00	1,713.2400	30.800
505377	16/12/16	16/1/17	C3157	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.39	0	1.00	7.200.000	12.900
505408	16/12/16	16/1/17	C0572	401	96.00	CRC	1.989.800	19,102.08	1	-1	34.26	0	1.00	3,262.0800	58.500
505408	16/12/16	16/1/17	C0572	404	48.00	CRC	1.989.800	9,551.04	1	-1	17.13	0	1.00	1,631.0400	29.300
505408	16/12/16	16/1/17	C0572	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.79	0	1.00	1,440.0000	25.900
505420	16/12/16	16/3/17	C3023	407	20.00	CRC	1,660.2100	33,204.20	1	-1	59.55	0	1.00	10,026.4000	179.900
505420	16/12/16	16/3/17	C3023	404	37.00	CRC	1.989.800	7,362.26	1	-1	13.20	0	1.00	1,257.2600	22.500
505441	16/12/16	16/3/17	C3023	446	2.00	CRC	23,811.3300	47,622.66	1	-1	85.40	13	1.00	7,302.6600	130.900
505446	16/12/16	16/1/17	C3277	406	24.00	CRC	1.989.800	4,775.52	1	-1	8.56	0	1.00	8.155.200	14.600
505446	16/12/16	16/1/17	C3277	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.56	0	1.00	8.155.200	14.600
