Factura	Fecha	FechaVencimiento	Cliente	Producto	Cantidad	Moneda	Precio	Total	Almacén	Vendedor	TotalUSD	Impuesto	Tipo de cambio	Ganacia	GananciaUSD
541801	14/6/17	14/7/17	C0627	407	10.00	CRC	1,660.2100	16,602.10	1	-1	28.75	0	1.00	5,553.0800	96.200
541803	14/6/17	14/7/17	C1998	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.10	0	1.00	8.714.900	15.100
541803	14/6/17	14/7/17	C1998	401	24.00	CRC	1.950.000	4,680.00	1	-1	8.10	0	1.00	8.982.000	15.500
541810	14/6/17	14/6/17	C3471	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.10	0	1.00	8.714.900	15.100
541842	15/6/17	15/6/17	C2207	485	10.00	CRC	1,335.0000	13,350.00	1	-1	23.12	13	1.00	3,347.0000	58.000
541881	15/6/17	15/7/17	C0597	407	12.00	CRC	1,660.2100	19,922.52	1	-1	34.50	0	1.00	6,663.7000	115.400
541918	15/6/17	15/7/17	C3678	415	7.00	CRC	3,699.0000	25,893.00	1	-1	44.84	0	1.00	9,061.2200	156.900
541978	15/6/17	15/7/17	C3157	493	10.00	CRC	5.130.100	5,130.10	1	-1	8.88	13	1.00	1,282.1000	22.200
541997	15/6/17	15/7/17	C1645	401	48.00	CRC	1.989.800	9,551.04	1	-1	16.54	0	1.00	1,987.4400	34.400
541998	15/6/17	15/7/17	C0794	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.27	0	1.00	9.937.200	17.200
542008	15/6/17	15/7/17	C1570	408	5.00	CRC	2,046.8300	10,234.15	1	-1	17.72	0	1.00	1,739.6500	30.100
542035	15/6/17	15/7/17	C3207	401	48.00	CRC	1.989.800	9,551.04	1	-1	16.54	0	1.00	1,987.4400	34.400
542134	16/6/17	16/7/17	C0344	402	48.00	CRC	1.950.000	9,360.00	1	-1	16.21	0	1.00	1,796.4000	31.100
542134	16/6/17	16/7/17	C0344	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.21	0	1.00	1,742.9800	30.200
542134	16/6/17	16/7/17	C0344	405	48.00	CRC	1.989.800	9,551.04	1	-1	16.54	0	1.00	1,631.0700	28.200
542134	16/6/17	16/7/17	C0344	409	25.00	CRC	3.646.300	9,115.75	1	-1	15.79	0	1.00	1,780.5500	30.900
542442	19/6/17	19/7/17	C0029	406	108.00	CRC	1.950.000	21,060.00	1	-1	36.47	0	1.00	3,921.6900	67.900
542442	19/6/17	19/7/17	C0029	401	48.00	CRC	1.989.800	9,551.04	1	-1	16.54	0	1.00	1,987.4400	34.400
542465	19/6/17	19/7/17	C1026	475	20.00	CRC	5.026.800	10,053.60	1	-1	17.43	13	1.00	2,513.6400	43.600
542465	19/6/17	19/7/17	C1026	469	10.00	CRC	3.591.700	3,591.70	1	-1	6.23	13	1.00	8.977.100	15.600
542465	19/6/17	19/7/17	C1026	491	4.00	CRC	4.308.400	1,723.36	1	-1	2.99	13	1.00	4.309.700	0.7500
542465	19/6/17	19/7/17	C1026	476	10.00	CRC	3.591.700	3,591.70	1	-1	6.23	13	1.00	8.977.000	15.600
542507	19/6/17	19/8/17	C1775	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.28	0	1.00	9.937.200	17.200
542511	19/6/17	19/9/17	C0395	407	12.00	CRC	1,660.2100	19,922.52	1	-1	34.54	0	1.00	6,663.6900	115.500
542520	19/6/17	19/7/17	C0668	404	24.00	CRC	1.989.800	4,775.52	1	-1	8.28	0	1.00	9.710.900	16.800
542520	19/6/17	19/7/17	C0668	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.11	0	1.00	8.714.900	15.100
542547	19/6/17	19/7/17	C1193	401	108.00	CRC	1.989.800	21,489.84	1	-1	37.26	0	1.00	4,471.7400	77.500
542547	19/6/17	19/7/17	C1193	405	108.00	CRC	1.989.800	21,489.84	1	-1	37.26	0	1.00	3,669.9000	63.600
542547	19/6/17	19/7/17	C1193	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.23	0	1.00	1,742.9800	30.200
542552	19/6/17	19/7/17	C3265	476	4.00	CRC	3.591.700	1,436.68	1	-1	2.49	13	1.00	3.590.800	0.6200
542552	19/6/17	19/7/17	C3265	469	3.00	CRC	3.591.700	1,077.51	1	-1	1.87	13	1.00	2.693.100	0.4700
542552	19/6/17	19/7/17	C3265	488	5.00	CRC	5.130.100	2,565.05	1	-1	4.45	13	1.00	6.410.600	11.100
542552	19/6/17	19/7/17	C3265	496	3.00	CRC	5.130.100	1,539.03	1	-1	2.67	13	1.00	3.839.100	0.6700
542561	19/6/17	19/7/17	C3708	469	10.00	CRC	3.591.700	3,591.70	1	-1	6.23	13	1.00	8.977.100	15.600
542578	19/6/17	19/7/17	C1053	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.11	0	1.00	8.714.900	15.100
542578	19/6/17	19/7/17	C1053	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.28	0	1.00	9.937.200	17.200
542632	19/6/17	19/8/17	C0571	401	48.00	CRC	1.989.800	9,551.04	1	-1	16.56	0	1.00	1,987.4400	34.500
542632	19/6/17	19/8/17	C0571	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.23	0	1.00	1,742.9800	30.200
542636	19/6/17	19/7/17	C0567	404	96.00	CRC	1.980.000	19,008.00	1	-1	32.96	0	1.00	3,790.2900	65.800
542646	19/6/17	19/7/17	C0642	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.855.500	0.8400
542649	19/6/17	19/7/17	C0663	401	48.00	CRC	1.989.800	9,551.04	1	-1	16.56	0	1.00	1,987.4400	34.500
542649	19/6/17	19/7/17	C0663	405	48.00	CRC	1.989.800	9,551.04	1	-1	16.56	0	1.00	1,631.0700	28.300
542671	20/6/17	20/7/17	C1004	413	6.00	CRC	14,775.0000	88,650.00	1	-1	153.68	13	1.00	17,547.3600	304.200
542696	20/6/17	20/7/17	C1055	401	48.00	CRC	2.080.500	9,986.40	1	-1	17.31	0	1.00	2,422.8000	42.000
542696	20/6/17	20/7/17	C1055	406	24.00	CRC	2.042.500	4,902.00	1	-1	8.50	0	1.00	1,093.4900	19.000
542696	20/6/17	20/7/17	C1055	404	48.00	CRC	2.080.500	9,986.40	1	-1	17.31	0	1.00	2,377.5400	41.200
542696	20/6/17	20/7/17	C1055	405	24.00	CRC	2.080.500	4,993.20	1	-1	8.66	0	1.00	1,033.2100	17.900
542698	20/6/17	20/7/17	C3801	491	6.00	CRC	4.308.400	2,585.04	1	36	4.48	13	1.00	6.464.400	11.200
542698	20/6/17	20/7/17	C3801	484	10.00	CRC	3.899.200	3,899.20	1	36	6.76	13	1.00	9.752.100	16.900
542698	20/6/17	20/7/17	C3801	485	3.00	CRC	1,333.7800	4,001.34	1	36	6.94	13	1.00	1,000.4600	17.400
542698	20/6/17	20/7/17	C3801	493	6.00	CRC	5.130.100	3,078.06	1	36	5.34	13	1.00	7.692.700	13.400
542698	20/6/17	20/7/17	C3801	495	6.00	CRC	5.130.100	3,078.06	1	36	5.34	13	1.00	7.692.600	13.400
542698	20/6/17	20/7/17	C3801	490	6.00	CRC	4.616.800	2,770.08	1	36	4.80	13	1.00	6.922.800	12.000
542698	20/6/17	20/7/17	C3801	487	3.00	CRC	1,077.2700	3,231.81	1	36	5.60	13	1.00	8.052.100	13.900
542698	20/6/17	20/7/17	C3801	494	10.00	CRC	5.130.100	5,130.10	1	36	8.89	13	1.00	1,282.1900	22.200
542698	20/6/17	20/7/17	C3801	469	10.00	CRC	3.591.700	3,591.70	1	36	6.23	13	1.00	8.977.000	15.600
542698	20/6/17	20/7/17	C3801	488	6.00	CRC	5.130.100	3,078.06	1	36	5.34	13	1.00	7.692.600	13.400
542698	20/6/17	20/7/17	C3801	475	10.00	CRC	5.026.800	5,026.80	1	36	8.71	13	1.00	1,256.8200	21.700
542702	20/6/17	20/7/17	C1827	404	24.00	CRC	1.989.800	4,775.52	1	-1	8.28	0	1.00	9.710.900	16.800
542702	20/6/17	20/7/17	C1827	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.11	0	1.00	8.714.900	15.100
542719	20/6/17	20/7/17	C1921	493	12.00	CRC	5.130.100	6,156.12	1	-1	10.67	13	1.00	1,538.5400	26.600
542762	20/6/17	20/7/17	C2110	408	6.00	CRC	2,046.8300	12,280.98	1	-1	21.29	0	1.00	2,087.5800	36.200
542762	20/6/17	20/7/17	C2110	401	48.00	CRC	1.989.800	9,551.04	1	-1	16.56	0	1.00	1,987.4400	34.500
542762	20/6/17	20/7/17	C2110	405	36.00	CRC	1.989.800	7,163.28	1	-1	12.42	0	1.00	1,223.3000	21.200
542762	20/6/17	20/7/17	C2110	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.23	0	1.00	1,742.9800	30.300
542762	20/6/17	20/7/17	C2110	403	48.00	CRC	1.989.800	9,551.04	1	-1	16.56	0	1.00	1,886.1700	32.700
542773	20/6/17	20/9/17	C0232	405	96.00	CRC	1.990.000	19,104.00	1	-1	33.12	0	1.00	3,264.0600	56.600
542773	20/6/17	20/9/17	C0232	401	96.00	CRC	1.990.000	19,104.00	1	-1	33.12	0	1.00	3,976.8000	69.000
542773	20/6/17	20/9/17	C0232	402	48.00	CRC	1.990.000	9,552.00	1	-1	16.56	0	1.00	1,988.4000	34.500
542773	20/6/17	20/9/17	C0232	406	192.00	CRC	1.990.000	38,208.00	1	-1	66.24	0	1.00	7,739.9000	134.200
542773	20/6/17	20/9/17	C0232	404	24.00	CRC	1.990.000	4,776.00	1	-1	8.28	0	1.00	9.715.700	16.800
542838	20/6/17	20/7/17	C1356	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.855.500	0.8400
542838	20/6/17	20/7/17	C1356	402	12.00	CRC	1.950.000	2,340.00	1	-1	4.06	0	1.00	4.491.000	0.7800
542838	20/6/17	20/7/17	C1356	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.077.700	0.7100
542859	20/6/17	20/7/17	C0551	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.077.700	0.7100
542859	20/6/17	20/7/17	C0551	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.968.600	0.8600
542859	20/6/17	20/7/17	C0551	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.06	0	1.00	4.357.400	0.7600
542873	20/6/17	20/7/17	C0994	402	48.00	CRC	1.852.500	8,892.00	1	-1	15.42	0	1.00	1,328.4000	23.100
542887	20/6/17	20/8/17	C0568	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.968.600	0.8600
542887	20/6/17	20/8/17	C0568	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.06	0	1.00	4.357.400	0.7600
542887	20/6/17	20/8/17	C0568	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.855.500	0.8400
542907	20/6/17	20/7/17	C1827	444	1.00	CRC	8,916.0000	8,916.00	1	-1	15.46	13	1.00	4,465.0000	77.400
542910	20/6/17	20/7/17	C1827	444	1.00	CRC	8,916.0000	8,916.00	1	-1	15.46	13	1.00	4,465.0000	77.400
542922	20/6/17	20/7/17	C2074	408	3.00	CRC	2,046.8300	6,140.49	1	-1	10.65	0	1.00	1,043.7900	18.100
542951	20/6/17	20/7/17	C3801	476	6.00	CRC	3.591.700	2,155.02	1	-1	3.74	13	1.00	5.386.200	0.9400
542951	20/6/17	20/7/17	C3801	468	10.00	CRC	3.591.700	3,591.70	1	-1	6.23	13	1.00	8.977.000	15.600
542951	20/6/17	20/7/17	C3801	496	3.00	CRC	5.130.100	1,539.03	1	-1	2.67	13	1.00	3.839.100	0.6700
542951	20/6/17	20/7/17	C3801	492	2.00	CRC	2,923.9800	5,847.96	1	-1	10.14	13	1.00	1,627.9600	28.200
542951	20/6/17	20/7/17	C3801	483	2.00	CRC	3.899.200	779.84	1	-1	1.35	13	1.00	1.876.500	0.3200
542983	20/6/17	20/7/17	C2329	402	12.00	CRC	1.950.000	2,340.00	1	-1	4.06	0	1.00	4.491.000	0.7800
543015	21/6/17	21/6/17	C1242	401	12.00	CRC	1.980.000	2,376.00	1	-1	4.12	0	1.00	4.851.000	0.8400
543015	21/6/17	21/6/17	C1242	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.05	0	1.00	4.357.400	0.7500
543082	21/6/17	21/7/17	C2045	477	8.00	CRC	8.412.700	6,730.16	1	-1	11.66	13	1.00	1,682.9600	29.200
543137	21/6/17	21/7/17	C1645	403	48.00	CRC	1.989.800	9,551.04	1	-1	16.54	0	1.00	1,886.1700	32.600
543137	21/6/17	21/7/17	C1645	405	48.00	CRC	1.989.800	9,551.04	1	-1	16.54	0	1.00	1,631.0700	28.200
543153	21/6/17	21/7/17	C3154	402	12.00	CRC	1.950.000	2,340.00	1	-1	4.05	0	1.00	4.491.000	0.7700
543153	21/6/17	21/7/17	C3154	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.968.600	0.8600
543258	21/6/17	21/7/17	C3605	493	6.00	CRC	4.873.595	2,924.16	1	-1	5.06	13	1.00	6.153.700	10.600
543258	21/6/17	21/7/17	C3605	488	6.00	CRC	4.873.595	2,924.16	1	-1	5.06	13	1.00	6.153.600	10.600
543258	21/6/17	21/7/17	C3605	469	6.00	CRC	3.412.115	2,047.27	1	-1	3.55	13	1.00	4.308.700	0.7500
543258	21/6/17	21/7/17	C3605	478	6.00	CRC	7.894.690	4,736.81	1	-1	8.20	13	1.00	6.551.700	11.300
543307	21/6/17	6/7/17	C1626	401	12.00	CRC	1.985.500	2,382.60	1	-1	4.13	0	1.00	4.917.000	0.8500
543424	22/6/17	22/7/17	C0572	408	40.00	CRC	2,046.8300	81,873.20	1	-1	141.80	0	1.00	13,917.2000	241.000
543444	22/6/17	22/7/17	C1854	406	96.00	CRC	1.950.000	18,720.00	1	-1	32.42	0	1.00	3,485.9500	60.400
543444	22/6/17	22/7/17	C1854	401	96.00	CRC	1.950.000	18,720.00	1	-1	32.42	0	1.00	3,592.8000	62.200
543493	22/6/17	22/6/17	C2343	404	288.00	CRC	1.852.500	53,352.00	1	-1	92.40	0	1.00	7,698.8500	133.300
543493	22/6/17	22/6/17	C2343	406	720.00	CRC	1.852.500	133,380.00	1	-1	231.01	0	1.00	19,124.6300	331.300
543493	22/6/17	22/6/17	C2343	401	960.00	CRC	1.852.500	177,840.00	1	-1	308.01	0	1.00	26,568.0000	460.200
543498	22/6/17	22/7/17	C3371	415	6.00	CRC	3,699.0000	22,194.00	1	-1	38.44	0	1.00	7,766.7600	134.500
543554	22/6/17	22/7/17	C0300	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.27	0	1.00	9.937.200	17.200
543554	22/6/17	22/7/17	C0300	402	24.00	CRC	1.950.000	4,680.00	1	-1	8.11	0	1.00	8.982.000	15.600
543554	22/6/17	22/7/17	C0300	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.077.700	0.7100
543554	22/6/17	22/7/17	C0300	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.11	0	1.00	8.714.900	15.100
543624	22/6/17	22/7/17	C0629	417	48.00	CRC	1.620.000	7,776.00	1	-1	13.47	0	1.00	3,584.6300	62.100
543624	22/6/17	22/7/17	C0629	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.21	0	1.00	1,742.9700	30.200
543706	23/6/17	23/7/17	C0166	446	1.00	CRC	23,811.3300	23,811.33	1	-1	41.24	13	1.00	5,039.3300	87.300
543742	23/6/17	23/7/17	C0547	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.855.500	0.8500
543742	23/6/17	23/7/17	C0547	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.968.600	0.8700
543822	23/6/17	23/7/17	C2256	404	60.00	CRC	1.890.310	11,341.86	1	-1	19.64	0	1.00	1,830.7900	31.700
543826	23/6/17	8/7/17	C0803	485	6.00	CRC	1,333.7800	8,002.68	1	-1	13.86	13	1.00	2,000.9000	34.700
543835	23/6/17	23/7/17	C1043	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.077.700	0.7100
543835	23/6/17	23/7/17	C1043	401	48.00	CRC	1.989.800	9,551.04	1	-1	16.54	0	1.00	1,987.4400	34.400
543835	23/6/17	23/7/17	C1043	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.11	0	1.00	8.714.900	15.100
543852	23/6/17	23/8/17	C0140	406	12.00	CRC	1.990.000	2,388.00	1	-1	4.14	0	1.00	4.837.400	0.8400
543852	23/6/17	23/8/17	C0140	401	12.00	CRC	1.990.000	2,388.00	1	-1	4.14	0	1.00	4.971.000	0.8700
543852	23/6/17	23/8/17	C0140	405	12.00	CRC	1.990.000	2,388.00	1	-1	4.14	0	1.00	4.080.100	0.7100
543922	24/6/17	24/6/17	C0712	404	24.00	CRC	1.989.800	4,775.52	1	-1	8.27	0	1.00	9.710.900	16.800
543922	24/6/17	24/6/17	C0712	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.11	0	1.00	8.714.900	15.100
543922	24/6/17	24/6/17	C0712	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.968.600	0.8700
543972	26/6/17	26/7/17	C1026	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.968.600	0.8700
543972	26/6/17	26/7/17	C1026	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.05	0	1.00	4.357.400	0.7500
543972	26/6/17	26/7/17	C1026	475	20.00	CRC	5.026.800	10,053.60	1	-1	17.41	13	1.00	2,513.6100	43.500
543972	26/6/17	26/7/17	C1026	491	12.00	CRC	4.308.400	5,170.08	1	-1	8.95	13	1.00	1,292.8800	22.300
544017	26/6/17	26/7/17	C1579	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.27	0	1.00	9.937.200	17.200
544017	26/6/17	26/7/17	C1579	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.05	0	1.00	4.357.400	0.7500
544017	26/6/17	26/7/17	C1579	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.855.500	0.8500
544025	26/6/17	26/7/17	C0117	405	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.077.700	0.7100
544025	26/6/17	26/7/17	C0117	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.968.600	0.8700
544037	26/6/17	26/7/17	C3043	474	6.00	CRC	3.591.700	2,155.02	1	-1	3.73	13	1.00	5.386.200	0.9300
544037	26/6/17	26/7/17	C3043	475	6.00	CRC	5.026.800	3,016.08	1	-1	5.22	13	1.00	7.540.800	13.000
544037	26/6/17	26/7/17	C3043	469	6.00	CRC	3.591.700	2,155.02	1	-1	3.73	13	1.00	5.386.200	0.9300
544037	26/6/17	26/7/17	C3043	484	6.00	CRC	3.899.200	2,339.52	1	-1	4.05	13	1.00	5.851.300	10.100
544037	26/6/17	26/7/17	C3043	470	6.00	CRC	3.899.200	2,339.52	1	-1	4.05	13	1.00	5.851.200	10.100
544037	26/6/17	26/7/17	C3043	476	1.00	CRC	3.591.700	359.17	1	-1	0.62	13	1.00	897.700	0.1500
544073	26/6/17	26/7/17	C0435	475	3.00	CRC	5.026.800	1,508.04	1	-1	2.61	13	1.00	3.770.400	0.6500
544093	26/6/17	26/7/17	C1663	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.968.600	0.8700
544093	26/6/17	26/7/17	C1663	416	10.00	CRC	680.000	680.00	1	-1	1.18	0	1.00	3.985.300	0.6900
544102	26/6/17	26/7/17	C0983	404	144.00	CRC	2.150.000	30,960.00	1	-1	53.62	0	1.00	8,133.4300	140.900
544102	26/6/17	26/7/17	C0983	401	192.00	CRC	2.150.000	41,280.00	1	-1	71.49	0	1.00	11,025.6000	190.900
544127	26/6/17	26/7/17	C0029	446	10.00	CRC	23,811.3300	238,113.30	1	-1	412.40	13	1.00	50,393.3000	872.800
544146	26/6/17	26/7/17	C3265	475	3.00	CRC	5.026.800	1,508.04	1	-1	2.61	13	1.00	3.770.400	0.6500
544146	26/6/17	26/7/17	C3265	469	3.00	CRC	3.591.700	1,077.51	1	-1	1.87	13	1.00	2.693.100	0.4700
544146	26/6/17	26/7/17	C3265	484	4.00	CRC	3.899.200	1,559.68	1	-1	2.70	13	1.00	3.900.800	0.6700
544146	26/6/17	26/7/17	C3265	487	2.00	CRC	1,077.2700	2,154.54	1	-1	3.73	13	1.00	5.368.000	0.9300
544146	26/6/17	26/7/17	C3265	488	4.00	CRC	5.130.100	2,052.04	1	-1	3.55	13	1.00	5.128.400	0.8800
544146	26/6/17	26/7/17	C3265	490	4.00	CRC	4.616.800	1,846.72	1	-1	3.20	13	1.00	4.615.200	0.8000
544146	26/6/17	26/7/17	C3265	493	2.00	CRC	5.130.100	1,026.02	1	-1	1.78	13	1.00	2.564.200	0.4500
544197	27/6/17	27/7/17	C3276	407	12.00	CRC	1,660.2100	19,922.52	1	-1	34.50	0	1.00	6,663.7000	115.400
544197	27/6/17	27/7/17	C3276	405	48.00	CRC	1.989.800	9,551.04	1	-1	16.54	0	1.00	1,631.0700	28.200
544197	27/6/17	27/7/17	C3276	406	48.00	CRC	1.950.000	9,360.00	1	-1	16.21	0	1.00	1,742.9800	30.200
544244	27/6/17	27/7/17	C1054	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.968.600	0.8700
544244	27/6/17	27/7/17	C1054	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.05	0	1.00	4.357.400	0.7500
544260	27/6/17	27/8/17	C2354	401	96.00	CRC	1.852.500	17,784.00	1	-1	30.80	0	1.00	2,656.8000	46.000
544308	27/6/17	27/7/17	C1001	406	24.00	CRC	1.852.500	4,446.00	1	-1	7.70	0	1.00	6.374.900	11.000
544308	27/6/17	27/7/17	C1001	402	24.00	CRC	1.852.500	4,446.00	1	-1	7.70	0	1.00	6.642.000	11.500
544329	27/6/17	27/7/17	C1244	416	50.00	CRC	612.000	3,060.00	1	-1	5.30	0	1.00	1,652.6500	28.600
544366	27/6/17	27/7/17	C1296	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.27	0	1.00	9.937.200	17.200
544366	27/6/17	27/7/17	C1296	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.11	0	1.00	8.714.900	15.100
544366	27/6/17	27/7/17	C1296	419	30.00	CRC	4.756.700	14,270.10	1	-1	24.71	13	1.00	4,756.7800	82.300
544389	27/6/17	27/8/17	C1622	402	24.00	CRC	1.950.000	4,680.00	1	-1	8.11	0	1.00	8.982.000	15.600
544389	27/6/17	27/8/17	C1622	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.27	0	1.00	9.937.200	17.200
544389	27/6/17	27/8/17	C1622	403	24.00	CRC	1.989.800	4,775.52	1	-1	8.27	0	1.00	9.430.800	16.300
544389	27/6/17	27/8/17	C1622	404	24.00	CRC	1.989.800	4,775.52	1	-1	8.27	0	1.00	9.710.900	16.800
544406	27/6/17	27/7/17	C1853	416	20.00	CRC	350.000	700.00	1	-1	1.21	0	1.00	1.370.600	0.2400
544470	28/6/17	28/7/17	C1970	419	2.00	CRC	4.756.700	951.34	1	-1	1.65	13	1.00	3.171.200	0.5500
544544	28/6/17	28/6/17	C1928	401	48.00	CRC	1.950.000	9,360.00	1	-1	16.21	0	1.00	1,796.4000	31.100
544595	28/6/17	28/7/17	C2330	409	12.00	CRC	3.760.000	4,512.00	1	-1	7.81	0	1.00	9.911.000	17.100
544606	28/6/17	28/7/17	C1336	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.968.600	0.8700
544637	28/6/17	28/7/17	C0792	416	24.00	CRC	350.000	840.00	1	-1	1.45	0	1.00	1.644.700	0.2800
544640	28/6/17	28/7/17	C1330	407	6.00	CRC	1,660.2100	9,961.26	1	-1	17.25	0	1.00	3,331.8500	57.700
544654	28/6/17	28/7/17	C2231	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.27	0	1.00	9.937.200	17.200
544667	28/6/17	28/7/17	C0653	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.855.500	0.8500
544667	28/6/17	28/7/17	C0653	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.05	0	1.00	4.357.400	0.7500
544667	28/6/17	28/7/17	C0653	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.27	0	1.00	9.937.200	17.200
544670	28/6/17	28/7/17	C1722	406	12.00	CRC	1.950.000	2,340.00	1	-1	4.05	0	1.00	4.357.400	0.7500
544670	28/6/17	28/7/17	C1722	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.968.600	0.8700
544699	28/6/17	28/7/17	C2321	404	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.855.500	0.8500
544699	28/6/17	28/7/17	C2321	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.14	0	1.00	4.968.600	0.8700
544714	28/6/17	28/7/17	C0856	475	3.00	CRC	5.026.800	1,508.04	1	-1	2.61	13	1.00	3.770.400	0.6500
544741	28/6/17	12/8/17	C0470	416	100.00	CRC	349.996	3,499.96	1	-1	6.06	0	1.00	6.852.500	11.900
544745	28/6/17	28/7/17	C1011	416	50.00	CRC	350.000	1,750.00	1	-1	3.03	0	1.00	3.426.400	0.5900
544788	28/6/17	28/7/17	C0132	401	36.00	CRC	1.950.000	7,020.00	1	-1	12.16	0	1.00	1,347.3000	23.400
544838	29/6/17	29/7/17	C0864	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.27	0	1.00	9.937.200	17.200
544908	29/6/17	29/8/17	C1299	406	48.00	CRC	1.989.800	9,551.04	1	-1	16.53	0	1.00	1,934.0200	33.400
544908	29/6/17	29/8/17	C1299	401	48.00	CRC	1.989.800	9,551.04	1	-1	16.53	0	1.00	1,987.4400	34.400
544979	29/6/17	29/7/17	C0027	406	192.00	CRC	1.950.000	37,440.00	1	-1	64.82	0	1.00	6,971.9000	120.700
545019	29/6/17	29/7/17	C3803	409	12.00	CRC	3.646.300	4,375.56	1	-1	7.57	0	1.00	8.546.600	14.700
545025	29/6/17	29/6/17	C2270	484	3.00	CRC	3.899.200	1,169.76	1	-1	2.03	13	1.00	2.925.700	0.5100
545025	29/6/17	29/6/17	C2270	490	10.00	CRC	4.616.800	4,616.80	1	-1	7.99	13	1.00	1,153.8000	19.900
545115	30/6/17	30/7/17	C0419	406	12.00	CRC	1.985.500	2,382.60	1	-1	4.11	0	1.00	4.783.400	0.8300
545142	30/6/17	30/7/17	C1398	406	24.00	CRC	1.950.000	4,680.00	1	-1	8.07	0	1.00	8.714.900	15.000
545142	30/6/17	30/7/17	C1398	401	24.00	CRC	1.989.800	4,775.52	1	-1	8.24	0	1.00	9.937.200	17.200
545218	30/6/17	30/7/17	C1086	498	3.00	CRC	1,385.1100	4,155.33	1	-1	7.17	13	1.00	1,038.9400	18.000
545218	30/6/17	30/7/17	C1086	491	25.00	CRC	4.308.400	10,771.00	1	-1	18.57	13	1.00	2,693.5000	46.400
545290	3/7/17	3/8/17	C3239	408	8.00	CRC	2,049.0000	16,392.00	1	-1	28.31	0	1.00	2,800.8000	48.400
545316	3/7/17	3/8/17	C0474	409	12.00	CRC	3.610.000	4,332.00	1	-1	7.48	0	1.00	8.111.000	14.000
545344	3/7/17	3/8/17	C1579	401	12.00	CRC	1.989.800	2,387.76	1	-1	4.12	0	1.00	4.968.600	0.8500
545347	3/7/17	3/8/17	C1026	488	12.00	CRC	5.130.100	6,156.12	1	-1	10.63	13	1.00	1,538.5200	26.600
